tsp_6_2.txt 10 6 80  { 0 5 1 2 3 4 }
totalCost;error;time;InitialTemperature;coolingRatio;epochSize;Geometrical
4272;57.8352;1176145;100;0.9999;10000
5980;120.909;53;1000;0.9;10
5536;104.518;451;1000;0.9;100
5213;92.6044;4438;1000;0.9;1000
4839;78.7772;42676;1000;0.9;10000
5789;113.886;166;1000;0.99;10
5317;96.4389;1496;1000;0.99;100
4911;81.4185;14795;1000;0.99;1000
4518;66.9265;145925;1000;0.99;10000
5513;103.687;530;1000;0.999;10
5046;86.413;4757;1000;0.999;100
4696;73.5057;46954;1000;0.999;1000
4477;65.4045;468021;1000;0.999;10000
5223;92.9442;1592;1000;0.9999;10
4850;79.1688;14409;1000;0.9999;100
4586;69.4237;143078;1000;0.9999;1000
4265;57.5803;1439981;1000;0.9999;10000
5984;121.071;60;10000;0.9;10
5484;102.59;514;10000;0.9;100
5124;89.3055;5054;10000;0.9;1000
4770;76.2098;50395;10000;0.9;10000
5565;105.593;192;10000;0.99;10
